speaker,start,end,text
Bonnie Nellsch,01;10;33;08,01;10;35;14,"Yeah. Oh, yeah. No, I don't like can."
Unknown Interviewer,01;10;35;14,01;10;39;08,"Except cake cakes, I."
Bonnie Nellsch,01;10;39;10,01;10;39;22,Do.
Unknown Interviewer,01;10;39;25,01;10;43;25,"I always find cakes where I do what I use, I don't."
Bonnie Nellsch,01;10;43;27,01;10;47;25,"I don't, I don't believe in like wine cans to and all that garbage, you."
Unknown Interviewer,01;10;47;25,01;10;57;12,"Know, I know garbage. That's refreshing. Okay. Right. And and from there in there. Right. You know, from over there, I have to be about everything."
Bonnie Nellsch,01;10;57;14,01;11;15;09,"Well, I have plant and canned vegetables. Okay. Oh, I like frozen vegetables better, but. And, canned soups. But that's about as far as the can stuff goes, you know? But I use soup and cooking too, though. Okay. I don't like, but. Right. I want."
Unknown Interviewer,01;11;15;09,01;11;15;28,To camp on a.
Bonnie Nellsch,01;11;16;04,01;11;18;12,Hand vegetable for months.
Unknown Interviewer,01;11;18;15,01;11;24;08,"I want to tell you that things are the dinners that are, you know, I or I."
Bonnie Nellsch,01;11;24;10,01;11;28;19,"Oh, frozen dinners and Hamburger Helper. now, I don't use that."
Unknown Interviewer,01;11;28;21,01;11;41;16,"Yeah, yeah. I guess this is a kind of a bad question. That's informative. Have you ever thought about what you would do if something were to happen to your husband?"
Bonnie Nellsch,01;11;41;19,01;11;58;26,"Oh, yeah. Sure. Only for I work from a financial standpoint, what I would do to carry on afterwards. But other than that, I mean, we just sat down and discussed what we would do and what my. Oh yeah, and what he would want me to do and what I would want."
Unknown Interviewer,01;11;59;00,01;12;02;13,Do you mind going into that?
Bonnie Nellsch,01;12;02;16,01;12;32;14,"Oh, I don't mind. now with, for instance, if he were to die, we would, we would discuss how much the insurance would cover on, any bills that we might have and how much the insurance. I would get money. And, I would, pay the house up a couple years in. Most things we have have an insurance on that would pay him off if I had any debts at the time, and then I would go ahead and wait till the girls were both in school."
Bonnie Nellsch,01;12;32;14,01;12;49;17,"And then I would go to a nursing school and, get married. And that's what I would do now if I were to die. I told him you would. Naturally, you would have that big of a problem as much as a wife would, I don't think, because he would still have his job and he would just carry on."
Unknown Interviewer,01;12;49;20,01;12;52;01,And probably to find he would be careful.
Bonnie Nellsch,01;12;52;04,01;12;55;17,"Right. That would be his main problem. Whereas me, I'd be a little harder."
Unknown Interviewer,01;12;55;21,01;13;27;26,"Yeah. I guess your problem would be, if I was to die. There won't be during that here. Yeah. So there's never a way out. So we have kind of a situation where the worst happens. You guys, I just, I roll over my grave very regret. The girl, the car would really be bad if they were separated, so I don't know how things would turn out."
Bonnie Nellsch,01;13;27;26,01;13;30;07,Their their wives legally could get.
Unknown Interviewer,01;13;30;14,01;13;43;13,"Yeah, you could legally have her. Although you never had a great year. Oh, no. well, I don't know how many you ever had or something like that, but that would be your own problem with trying to carry."
Bonnie Nellsch,01;13;43;16,01;13;45;01,So what? What do I have to.
Unknown Interviewer,01;13;45;01,01;13;49;28,Do if I'm happy to be out?
Unknown Interviewer,01;13;50;01,01;14;00;22,"Man. And I, I'm not a person to live by myself. I like the people I married."
Unknown Interviewer,01;14;00;25,01;14;08;11,"Well, I need you to support you. I like to have a man there to lean on. If something comes up, I. Well, I."
Bonnie Nellsch,01;14;08;11,01;14;16;17,"Have to, but my first thought wouldn't be the man. My first thought would be to handle my own life. I would have to grab whoever came."
Unknown Interviewer,01;14;16;19,01;14;40;05,"I would grab just over the came along. I would have to be, first man. That would be right for the kids and for you and for me. But I would never. What would I want you to do if that were correct? For 2 or 3 years? Oh, I mean time. What would I do? I really have no, I have no idea what for sure I would do."
Unknown Interviewer,01;14;40;05,01;14;48;22,"I retired from some, after the kids are in school over with my school. I tried to find something for this."
Bonnie Nellsch,01;14;48;24,01;14;51;16,"Well, you could live on Social Security and."
Unknown Interviewer,01;14;51;19,01;14;58;24,"I don't know, like it or not, you know, if you have kids, social security for tracing for myself. But I really could carry it."
Bonnie Nellsch,01;14;58;24,01;15;01;17,You just have to trust me.
Unknown Interviewer,01;15;01;19,01;15;32;12,"This friend of the situation right here, this area is not at all interesting. It's really sad because I work for him. If you have one from senior, but he was not very nice. last time he was here was in January and he was in there volunteers to do two characters in Iraq he was more worried about,"
Unknown Interviewer,01;15;32;14,01;16;01;06,"Bringing her arm in her back, which I was really, hurt over that because you would have thought, you know, he definitely ran worth more than he did. That means he was actually really impressed with your senior. But, I guess he was more interested in your father, who? So I'm hoping eventually that you will find out your doctor visits and central figure."
Unknown Interviewer,01;16;01;09,01;16;22;25,"Yeah. And every month, I think he was wearing the service. So we're going out about five months. He's been out. I haven't come out for five months. Going forward. You just automatically took it out. Check. Checking out my wife sometimes is concerned that, like."
Unknown Interviewer,01;16;23;04,01;16;47;22,"the directions the the child support I kind of ways that that kind of these. Yeah. Yeah that to you I, I think if I remember right there was it has to be over a certain amount and you doesn't pay over this amount to be able to have the right to clean up at that. He was trying to tell me he's happy, right?"
Unknown Interviewer,01;16;47;22,01;17;06;17,"I don't want to do it. He wouldn't want who I knew. So I'm not going to say could claim ma'am, I refuse to. And have to back. Up."
Unknown Interviewer,01;17;06;20,01;17;14;12,He was so very seldom. I'm not very there now.
Bonnie Nellsch,01;17;14;12,01;17;38;07,"I don't watch it at all. Hardly. During the day I have. I do have one so far that I watched that this. I try to keep it just did the one because you could really get involved in them all if you let yourself. And I just can't sit during the day and continuously watch show after show after show and at night when they're on food 11 fifth, then sometimes I'll watch a good movie if that comes on."
Bonnie Nellsch,01;17;38;14,01;17;42;19,"But if there isn't a good movie, I don't want to watch it. I just soon read a good novel."
Unknown Interviewer,01;17;42;21,01;17;43;19,Did you watch TV?
Vicki Mitchell,01;17;43;19,01;17;48;10,Very much. When you're gonna.
Vicki Mitchell,01;17;48;12,01;17;49;05,Read I know.
Unknown Interviewer,01;17;49;05,01;17;50;29,"I know, I was too involved in score."
Bonnie Nellsch,01;17;50;29,01;17;56;07,"And if I wasn't doing schoolwork, I was getting ready to go out on a date."
Unknown Interviewer,01;17;56;09,01;18;01;00,On a very different.
Bonnie Nellsch,01;18;01;02,01;18;11;14,"Yeah. Oh. Any specific program? You mean that is about cold, Jack?"
Bonnie Nellsch,01;18;11;16,01;18;14;21,And I read watch it faithfully. I just watch it once in a while.
Unknown Interviewer,01;18;14;24,01;18;20;19,Know nothing I can do that I watch for there is any other except for all my children. Like I said during.
Bonnie Nellsch,01;18;20;19,01;18;26;19,"The day, I don't even watch it faithfully for catch up on it three weeks later and I haven't."
Unknown Interviewer,01;18;26;19,01;18;35;21,Missed that much. I think I can read I something's wrong. Try it. I've never like just to have a great I like how and not a lot.
Bonnie Nellsch,01;18;35;24,01;18;43;03,We all read all three of us and we switch back and forth on our books. So.
Unknown Interviewer,01;18;43;05,01;18;47;04,What types of novels do? Mostly gothic.
Bonnie Nellsch,01;18;47;06,01;18;49;04,But not me. Her.
Unknown Interviewer,01;18;49;07,01;18;52;04,I don't go the Gothic.
Bonnie Nellsch,01;18;53;24,01;19;04;25,"I like novels now. right now I read in Mandingo, but it was one of her husband's books. Now I like it real well, I know, have you heard of him? Mandingo. The black son. Falcon. Her falcon was fancy."
Unknown Interviewer,01;19;04;27,01;19;05;27,Her movie?
Bonnie Nellsch,01;19;05;29,01;19;34;09,"Yeah. Now, that's why I'm reading now. Because I want to read it before the movie gets here. Not here. Spokane. Never take another year before. I see what I mean. Yeah, and it didn't even say where it would be. It just said, the Columbia Basin area. I think, know, yeah, I like, oh, I like, I don't like just romance."
Bonnie Nellsch,01;19;34;09,01;19;45;26,"I mean, I like a romance in my books, but, I mean, I like it, a novel, like I said, not just a short story, but I know there has been several romance a series or something."
Unknown Interviewer,01;19;45;29,01;19;50;26,So what do you like about Girl?
Unknown Interviewer,01;19;50;28,01;20;10;01,"Oh, I don't know. I suppose because there's some romance it doesn't get real mushy or I think it's like romance and you don't from the side behind it. I guess. Yeah. Simultaneously. I always feel."
Vicki Mitchell,01;20;10;15,01;20;17;15,"Caught magazine for a different day, Right."
Unknown Interviewer,01;20;17;17,01;20;24;08,"Coming here as we get right here. Back down here, I love. Yeah. Same here. I don't prescribe movie."
Bonnie Nellsch,01;20;24;08,01;20;26;08,Magazine.
Unknown Interviewer,01;20;26;10,01;20;30;01,Here. Where everybody man at random.
Bonnie Nellsch,01;20;30;01,01;20;30;23,No.
Unknown Interviewer,01;20;30;26,01;20;42;23,"No. Of course. Why am I here? To buy True Detective, I don't know, I."
Unknown Interviewer,01;20;42;25,01;20;56;22,"Wish your father involved in crime more. Yeah, I think so. It. World War two."
Bonnie Nellsch,01;20;57;05,01;20;59;11,he was in the Navy.
Unknown Interviewer,01;20;59;13,01;21;03;16,So I don't remember time. He was in World War two. I know that.
Bonnie Nellsch,01;21;03;16,01;21;06;14,"Because he was on, on a,"
Unknown Interviewer,01;21;06;17,01;21;14;02,"Aircraft aircraft carrier. And in World War II, I don't remember that. I said, of course you don't remember that."
Bonnie Nellsch,01;21;14;09,01;21;19;19,"Oh, my. No, we don't remember it. I just know it because he told us and he showed me pictures."
Unknown Interviewer,01;21;19;21,01;21;23;09,"Yeah, I see that. But I don't know, I."
Bonnie Nellsch,01;21;23;11,01;21;28;06,"I, you know, but in that was one of the reasons I want to go in the Navy."
Unknown Interviewer,01;21;28;09,01;21;31;00,"But my dad,"
Vicki Mitchell,01;21;31;02,01;21;36;05,What happens when you think about Vietnam for.
Unknown Interviewer,01;21;36;08,01;21;54;29,"Rich man's war. Oh. How are your in spirit, rich man's war? I come home for over two years. They're so, so like. And he thought it was worth it at the time. I can't be proud. I think they they feel like."
Unknown Interviewer,01;21;56;05,01;21;58;25,Larry thought it was a big letdown. Yeah.
Bonnie Nellsch,01;21;58;25,01;22;15;21,"And for, like, when he got back to the States and everything, there was a big deal. So you were in Vietnam. Nobody cared. There was no glory in it. Like in World War Two. All the guys were patted on the back. Maybe, you know, you were in World War two, so nobody acted like it was any big deal at all."
Bonnie Nellsch,01;22;15;24,01;22;22;24,"And especially now, I think you said since they pulled out, it's just, it was a big farce, you know."
Unknown Interviewer,01;22;22;26,01;22;27;15,"Do you think that people have some respect for, for them having. No."
Bonnie Nellsch,01;22;27;17,01;22;33;24,"No, no they don't. That's what they're griping about. It's because they got absolutely no respect for it at all."
Unknown Interviewer,01;22;33;26,01;22;54;00,"Have people even though people like, you know, make a big deal about it for some time, they might give the how do you think it was? Respect them? I don't think so. I don't think so. Because,"
Unknown Interviewer,01;22;54;02,01;23;04;16,If they ever talk about it just having an impact on their lives. Right. I think.
Bonnie Nellsch,01;23;05;06,01;23;18;11,"I know Larry did some work. High school said it affected him emotionally somewhat because, to go over there and see the guys all, shot off."
Unknown Interviewer,01;23;18;11,01;23;25;19,"And so especially when they first got back, I don't think it does now. Not now. They first got back."
Bonnie Nellsch,01;23;25;22,01;23;42;03,"Because he said, all the guys are getting over there and they get shot up and things and killed and so forth, and nobody cared. Just send them home. And then when they were all killed since war, nobody cared. What's that? There was no glory and nobody got paid."
Unknown Interviewer,01;23;42;03,01;23;44;23,I hope.
Bonnie Nellsch,01;23;46;06,01;23;51;01,that's the impression I get from my husband. Anyway.
Unknown Interviewer,01;23;51;03,01;23;53;27,He's out here for such a long.
Bonnie Nellsch,01;23;53;27,01;23;58;25,"Oh, we haven't either. Really? But that's,"
Unknown Interviewer,01;23;58;28,01;24;05;11,That's really the. The first time I ever talk to anyone who hasn't been involved with.
Bonnie Nellsch,01;24;05;13,01;24;06;24,With that war.
Unknown Interviewer,01;24;06;29,01;24;20;16,"Yeah, and even the others haven't been to. Seems like either who got left out somehow. But they have their father's house records, and the third person they really didn't affect. People are."
Bonnie Nellsch,01;24;20;18,01;24;22;23,"The depression. Oh, I think it did."
Unknown Interviewer,01;24;22;23,01;24;36;01,"One. Did you hear the fact? Oh, it wasn't a will for the people who live through it. It doesn't seem to be a real fun thing in their lives, right?"
Bonnie Nellsch,01;24;36;04,01;24;57;21,"I don't want to know if anybody, during the depression that I've ever talked to except for, you know, mom tells us stories about how they had it when she. And it was when she was a child. Yeah. When the depression. Yep. And she can remember vividly how it was. Where would you rather get during the depression where they."
Bonnie Nellsch,01;24;57;21,01;25;02;19,"And, they were in Idaho."
Unknown Interviewer,01;25;02;21,01;25;05;19,What is that up? Right. Yeah.
Bonnie Nellsch,01;25;05;21,01;25;07;00,"Hey, Mike."
Unknown Interviewer,01;25;07;03,01;25;08;23,That's right.
Bonnie Nellsch,01;25;08;26,01;25;20;05,"Because she said that's where they lived. And they lived in a chicken coop at the time during the depression. And that's why she can remember so well, because they didn't have proper food. And she said she can remember once. In fact."
Unknown Interviewer,01;25;20;08,01;25;27;09,They they shared that chicken. I think it was two families. Right. So I didn't of them.
Bonnie Nellsch,01;25;27;12,01;25;37;28,"For the farm. Dad would go out and we didn't have a car or anything means of transportation, but he'd go out every day looking for work, and there was no work. And that way there was no money, no food."
Unknown Interviewer,01;25;38;01,01;25;39;08,And we raised the garden.
Bonnie Nellsch,01;25;39;08,01;25;41;10,"At that time, this was winter."
Bonnie Nellsch,01;25;42;09,01;26;05;20,"And, she said she specifically remembered one day when the minister, some minister, came on horseback and the snow was up to the horse's belly and, he came out with some honey, butter bread. It was just simple food. But they sure thought it was great because they weren't eating much of anything. So it affected their can."
Unknown Interviewer,01;26;05;20,01;26;37;20,"Tells you that there, she did say that, Christmas was really a sad. They had nothing for Christmas in Norfolk. Found some work here, brought a little kit home for them for Christmas and that was for Christmas. And they were going to what was okay for Christmas. Yeah, I don't know. I can't remember too much. I people were he also corporate went to our retreat back in the morning and would have substantial food to eat where we could smell our neighbors cooking bacon."
Bonnie Nellsch,01;26;37;22,01;26;48;12,"Oh yeah, I know where it was. He did have oatmeal leftover from the day before. And what their grandma would we get? Would we fry it? And we'd have that."
Unknown Interviewer,01;26;48;15,01;26;50;07,And the kids roast bacon so.
Bonnie Nellsch,01;26;50;10,01;26;56;05,"That the caramelizing, you know."
Vicki Mitchell,01;26;56;07,01;26;57;11,I was using.
Bonnie Nellsch,01;26;57;14,01;27;09;17,"That. I told my husband that about some of these things, and he didn't believe me at all. He thought I was just making it up in my hand, but then talk to mom. She told."
Bonnie Nellsch,01;27;09;20,01;27;20;16,You never. Mom said she didn't have shoes to wear. He had an old pair of shoes that was blanket swapping out. Or she. I hope she had this kind of cardboard.
Unknown Interviewer,01;27;20;18,01;27;25;04,And I can.
Bonnie Nellsch,01;27;25;07,01;27;30;14,"Grab time. But, I mean, it was a bad temper, but this was up here in like Idaho."
Unknown Interviewer,01;27;30;16,01;27;32;00,For two years.
Vicki Mitchell,01;27;32;02,01;27;36;24,Where my father from people I mean I remember her.
Unknown Interviewer,01;27;37;10,01;27;50;10,"New York, but it didn't seem to affect them that bad because they were involved in full force or something like that. And they, they kept they were so good. They kept their job."
Unknown Interviewer,01;27;51;08,01;27;54;12,They kind of got hit while I was here. I was.
Bonnie Nellsch,01;27;54;19,01;28;16;00,"Right. Well do you remember my mother's parents were transients more or less. They went from orchard to orchard and this is how they were living. So at the time it really hit them bad. Yeah. They like just more or less. So it really hit them hard where somebody like up here would be established, would like have their own farm or something new and natural."
Bonnie Nellsch,01;28;16;01,01;28;17;18,They could live on what they had.
Unknown Interviewer,01;28;17;20,01;28;27;29,"Grandma, grandpa was telling me the other day that the they would have their own little garden, get by on your garden and you would walk in to farm."
Bonnie Nellsch,01;28;28;01,01;28;37;07,"Maybe get two hours if you was lucky now, or maybe three days later or something like that. But he was really fortunate to live."
Unknown Interviewer,01;28;37;07,01;28;47;06,There were so many people. Them have their own work in there too quick. They out.
Unknown Interviewer,01;28;47;08,01;28;50;20,"When your grandparents were here,"
Bonnie Nellsch,01;28;50;23,01;29;08;03,"My grandfather's retired. He the farm, Kingston and said he has the big garden and all. He's just always doing something. He was like, just, about a week ago, my grandmother passed away. So, she's not doing anything right."
Unknown Interviewer,01;29;08;03,01;29;13;03,I had all the girls in a group of girls and practicing with them.
Bonnie Nellsch,01;29;13;05,01;29;16;11,"But after then, Roger's always. We'll see what he does."
Unknown Interviewer,01;29;16;13,01;29;30;13,"He still travel around and look for him. So crazy. Just kind of traveling around, turning. so I don't know if you can. You can really think about what you're doing."
Bonnie Nellsch,01;29;30;15,01;29;41;04,"He's always worked hard. He's been retired for a number of years, probably ten years at least. ever since he's been retired, he hasn't had a day's rest. Right? Because he's always, hey, at."
Unknown Interviewer,01;29;41;04,01;29;47;16,"This time, fish will drop or he's going to go help his neighbors. And the neighbors call him."
Bonnie Nellsch,01;29;47;18,01;30;00;12,"Well, that and they hire you, carpentry and stuff like that. So he's always doing some. Always."
Unknown Interviewer,01;30;00;15,01;30;05;23,Do you remember the cup? Or. They should have come on that childhood farm.
Bonnie Nellsch,01;30;05;26,01;30;13;03,"Not really a lot, but I do ask questions. And she's answered them. You ever know?"
Unknown Interviewer,01;30;14;01,01;30;21;01,"it seems just for this. For what? You're saying that the question was she had a hard life. Is that really true? Oh, yes. All through."
Bonnie Nellsch,01;30;21;04,01;30;27;05,"All through their life. Right? They didn't have a whole lot. I don't think my grandpa, she said she was happy."
Unknown Interviewer,01;30;27;08,01;30;33;20,"My grandpa wasn't too happy. She settled down and out there for sure while he was very, very."
Bonnie Nellsch,01;30;33;22,01;30;37;23,"Yeah, they weren't they weren't drinkers, but they were travelers."
Unknown Interviewer,01;30;37;29,01;30;51;16,"And my mother always had a hearing problem. And so she was very poor in school. They were very poor, and he had very few friends. And so, I mean, she had a hard childhood."
Bonnie Nellsch,01;30;51;19,01;30;54;20,"I'm sure. But she said what they did everywhere, but."
Unknown Interviewer,01;30;54;21,01;31;04;28,"They had they were happy. They were a happy family, very, very poor. And."
Unknown Interviewer,01;31;05;00,01;31;11;24,"So did she ever mention any English and things? And yet, friends."
Vicki Mitchell,01;31;11;27,01;31;18;10,I remember one time that.
Vicki Mitchell,01;31;18;13,01;31;20;26,All. Yeah.
Bonnie Nellsch,01;31;20;28,01;31;35;16,"Well not really, I think it all. I think it's just that it has, taught her to appreciate things as they are now. Yeah, she hasn't really sang well, remembers them."
Unknown Interviewer,01;31;35;22,01;31;43;01,"But I wish we had time to go in your. For your mother. Yeah. Oh, okay. She was super bashful. Do it."
Bonnie Nellsch,01;31;44;11,01;31;53;17,"she throw it back where she wouldn't have. Yeah. I don't think she would. I think if you called her up or came to her door, I think she'd turn you down. Oh, no."
Unknown Interviewer,01;31;53;17,01;32;15;21,"I don't think so. I have to. So, Nancy, she stayed until about quarter after seven. If you come, she she could've been more happy to talk with you also. Oh, yes, I do, I think so. I've always been so bashful. Just, forget. But a lot of it was because she couldn't hear. And, but since we've gotten older, she's gotten a lot better."
Bonnie Nellsch,01;32;15;24,01;32;18;12,We brought her out of her shell. Yeah.
Unknown Interviewer,01;32;19;14,01;32;22;05,might prove to be very. We have really.
Bonnie Nellsch,01;32;22;07,01;32;24;10,"Run speaking truth. Well, we have, you know."
Unknown Interviewer,01;32;24;12,01;32;25;24,"I mean,"
Bonnie Nellsch,01;32;25;26,01;32;39;00,"Like you said that, you know, we having sex education. It wasn't brought up when we were children. But now that we've all grown up and had our own children and we're always cracking buddies with her, getting her more open about it, I."
Unknown Interviewer,01;32;39;02,01;32;42;03,She's more open about sex.
Bonnie Nellsch,01;32;42;05,01;32;43;20,Yeah.
Unknown Interviewer,01;32;43;23,01;32;55;18,"I mean, you just mentioned. Oh, we're in right now. We're we were a bit tired, so. Right. And you're requiring."
Vicki Mitchell,01;32;55;18,01;33;01;22,That you have your having a lot.
Unknown Interviewer,01;33;01;24,01;33;14;03,"So, are lined up. Oh no. Actually we're pretty open with her. I got one is we could be,"
Unknown Interviewer,01;33;14;06,01;33;39;19,"I think when we were kids, kind of. That mom was prudish, so wouldn't talk to. We're not like that like you. Certainly. We would like to have. But we never got along well with her. She's was always for us here. It was always back. And that. And we if we probably could do it at home, if we wanted to bring friends in to ask, we were our friends were always welcome."
Unknown Interviewer,01;33;39;22,01;34;05;06,"I don't know, we got a good family, I always I had my dad was hard for a long. I was going off a lot out at the ranch and but, she'd call it a night working out there. She found an excuse to go out for the cab or the horses or something, and, Well, I don't think they're all that close with that."
Unknown Interviewer,01;34;05;09,01;34;23;25,"We are more so now. Excuse me, don't you think, than when we're at home? We have. And and I was in the crowd and we went off of Crabtree right. Wasn't so I was I was not. Where I was to quiet."
Bonnie Nellsch,01;34;23;27,01;34;50;22,"First I mean to my to grab. I mean cry moon says the same way our sister. You never know what she's thinking until she explodes. And that's the same way. So we didn't get to know him as a result. We were kids, you know, when the TV was on, when we were kids and he was watching news, nobody dared say dad said dad."
Bonnie Nellsch,01;34;50;22,01;34;53;27,"Boy, that was it. That set him on."
Unknown Interviewer,01;34;54;00,01;34;55;20,Yeah. Yeah.
Bonnie Nellsch,01;34;55;23,01;34;58;07,"Right. If he was reading the paper, same thing."
Unknown Interviewer,01;34;58;07,01;34;59;06,"You can go, dad."
Bonnie Nellsch,01;34;59;12,01;35;00;14,If you did.
Unknown Interviewer,01;35;00;17,01;35;07;05,"Well, I get it. It's a good for the grandchildren. Oh, yeah. Patient. Terribly good with them."
Bonnie Nellsch,01;35;07;05,01;35;13;04,As compared to how it was with gas. Wow. Thank you for doing.
Unknown Interviewer,01;35;13;06,01;35;42;13,"I'm curious to where we are. Maybe just young children. I don't know how long that that is off a, topic. I might raise a person. I'm thinking about my mom. If you continue with your joke around much with the immortal, whereas you can. Well, we're getting used to being put down. I got my tempers like. Yeah, you and once in a while we're still to do it."
Unknown Interviewer,01;35;42;16,01;35;56;25,"But for now, I'm not living at home. And I can tell Martha. But why don't you wish I did? Not too long ago, but, Oh, yeah. About that. Yeah. I remember on my birthday,"
Bonnie Nellsch,01;35;56;27,01;35;58;21,I might refresh my memory.
Unknown Interviewer,01;35;58;24,01;36;23;11,"I. I can't remember why he's really in a bad mood. Is that we went to your house. You crabby about already at me? My, how I got my girlfriend was on the phone. I'm going back running, thinking of something, and I was power. And she said. I went back to the phone. Oh, that's why I walk out the door."
Unknown Interviewer,01;36;23;11,01;36;40;02,"And I said, oh, by the way, happy birthday. Once Michael slammed the door for me and I talked to Angel. Gee, I I'm sorry. She said, bring the kids up. She said, you're in the upper room. So she got I was fighting with my husband. I go up to get my dad."
Bonnie Nellsch,01;36;40;05,01;36;41;28,You get my love.
Unknown Interviewer,01;36;42;01,01;36;46;26,"I, I oh my goodness."
Bonnie Nellsch,01;36;46;28,01;36;57;28,"You know, if you could do that, I wouldn't do that because I just, won't fight with my dad that way. Only because I don't. I never had the nerve to when I was a kid, and."
Unknown Interviewer,01;36;57;28,01;37;19;01,"I just don't feel like I want to now. I remember one time when I got into it, when I was a kid at home, I don't remember why we were late for, unhappy with each other, but I wouldn't talk to them for days or days. I wouldn't talk to them. And one morning we got up for breakfast, and I went down the table, and I wouldn't talk to him."
Unknown Interviewer,01;37;19;04,01;37;31;05,"I mean, the look came up. Oh, yeah. She really got mad. He was really mad. Oh, my God, you. What really happened?"
Bonnie Nellsch,01;37;31;07,01;37;34;26,You know where you would have thought he would have like you had he would let me. Yeah.
Unknown Interviewer,01;37;34;28,01;37;37;28,Yeah. But I guess my dad where he'd get.
Bonnie Nellsch,01;37;37;28,01;37;44;07,Mad at her and he'd go on like this with her. The first day he would have slapped me.
Unknown Interviewer,01;37;44;09,01;37;50;21,And that's. That's true because.
Unknown Interviewer,01;37;50;23,01;37;54;15,"I can remember we'd be riding on our way out to the king, kings there."
Bonnie Nellsch,01;37;54;17,01;37;55;04,And he'd just.
Unknown Interviewer,01;37;55;04,01;37;59;12,Fall off and slug me in the arm.
Unknown Interviewer,01;37;59;14,01;38;13;01,"That's the way down low, So that's when I go home. When we do that, that's going to apologize to him, too. So I could go out there and."
Bonnie Nellsch,01;38;13;04,01;38;16;23,Work. They were just a typical family.
Unknown Interviewer,01;38;18;15,01;38;21;15,"Welcome, everybody. Family is that close?"
Bonnie Nellsch,01;38;21;15,01;38;23;26,My sister and I are not close.
Unknown Interviewer,01;38;23;29,01;38;33;29,"Every time I ever really close to her, something happens that. Forget it. You know how long you know I didn't used to close the door. when we were at home. We had all the time."
Bonnie Nellsch,01;38;34;04,01;38;48;28,"Oh, yeah. And I just never was around. her and Becky, because I was always out at my grandparents being spoiled. Oh, they were at home doing everything, and I didn't have nothing to do with them. And they didn't have nothing to do with me."
Unknown Interviewer,01;38;49;00,01;39;01;10,"At all when we were kids at home. So when I am at school, I was close by to our school. I come home. I was really good natured."
Bonnie Nellsch,01;39;01;12,01;39;05;13,I got away from my son when he crossed the.
Unknown Interviewer,01;39;05;15,01;39;16;05,"Highway for me. Yeah, but there was traffic. Bad joke in there. Oh yes."
Unknown Interviewer,01;39;16;08,01;39;19;21,"They got along with them, but we still got along well."
Bonnie Nellsch,01;39;19;23,01;39;28;20,"Gee, I don't know how you can go through all these different interviews and not feel like you haven't got to know all these people. If you go through all of this with all these people."
Unknown Interviewer,01;39;28;23,01;39;34;16,We go through different things. And I always say from so I know a lot of that is people now.
Unknown Interviewer,01;39;35;15,01;39;42;05,"And probably if they were people in my neighborhood I would go back into slavery, get a crazy, get fired."
Bonnie Nellsch,01;39;43;16,01;39;47;20,But now you won't be living up here or anything. Yeah. So you all never seem.
Unknown Interviewer,01;39;47;24,01;40;07;24,"Really to get. Yeah. One woman in, Saint Mary's does. She works to spend the night in here, and we have. Well, you have to go home so much as we wanted to go home to our house. Right. We've been away for one night, and I want to go back home."
Bonnie Nellsch,01;40;07;29,01;40;08;26,Right.
Unknown Interviewer,01;40;09;15,01;40;16;24,"yeah. You know, but she was just going to take us there and feed us and all this."
Bonnie Nellsch,01;40;16;24,01;40;18;22,"Oh, that was really nice."
Unknown Interviewer,01;40;18;24,01;40;31;27,"You know, as you come back, stay. And so if I had the time, I tried to get Ahold of this back in Congress. It triggers this. So I will. Said it."
Bonnie Nellsch,01;40;31;29,01;40;36;03,It would be the best way.
Unknown Interviewer,01;40;36;06,01;40;40;22,Yeah. Yeah. They don't have anything like that.
Bonnie Nellsch,01;40;40;22,01;40;46;25,And I think that's typical. Most neighbors tell them and go into a neighborhood and you don't know people for years.
Unknown Interviewer,01;40;46;28,01;40;52;22,"Maybe I'm, I know our our neighborhood is really a friendly neighborhood."
Bonnie Nellsch,01;40;52;24,01;41;05;27,"But then there's a difference to like up in my neighborhood is so much different than hers because of the age difference. my husband and I are both in our 20s, and our neighbors are all in their 50s, so you don't get."
Unknown Interviewer,01;41;05;27,01;41;28;12,"To much your kids now, but working for kids who probably know the neighborhood so well and the kids or everybody on the block, I was going to say, weren't your children generation like, I'm here in our neighborhood? I don't know which happened first, that our whole neighborhood used to get together and we had barbecues and things like that."
Unknown Interviewer,01;41;28;28,01;41;37;19,But the kids play here. You're right. Yeah. They're right over here. Yeah. And I remember my fifth year Army children.
Bonnie Nellsch,01;41;37;20,01;41;47;23,Yeah. My dog. No know. And I when we were kids we got to know the kids. But the adults didn't get to know each other that much. You know.
Unknown Interviewer,01;41;47;26,01;41;51;15,We our I used to go I don't.
Bonnie Nellsch,01;41;51;15,01;42;14;07,"Remember, I didn't go over CBD all those years, and mom and dad never got to know her. Folks. Yeah, true. And the same with Patty. used, I knew Patty for years and years. And same with Dorothy and Mom. Never. And dad never got to know their parents either. The only people that they really got to know at all was rich."
Bonnie Nellsch,01;42;14;07,01;42;14;25,Lord.
Unknown Interviewer,01;42;14;28,01;42;33;05,"I come here to have a cup of coffee. Please give them. To you for coffee? For me? I never sleep time. Did you do this for? Yeah. Well, you know, like that. Yeah, I like that."
Unknown Interviewer,01;42;33;08,01;42;36;27,Maybe to take another picture. That's what I was.
Bonnie Nellsch,01;42;36;27,01;42;37;18,Going to said. Yes.
