speaker,start,end,text
Unknown Interviewee,01;02;01;02,01;02;22;12,"I don't know why you pile them all up like that. And they came down in a big trench and dumped them all into what could it? But he was just telling me they can't believe it. The amount of people that was killed, I guess, you know, you read in the paper and stuff, but he said if you were to have to be there any one time."
Unknown Interviewee,01;02;22;14,01;02;43;10,"They went ashore and they took care of local Japanese, you know, they wouldn't surrender. Japanese never would surrender. You know, they let down and, I don't think they ever would have surrendered if it hadn't been for those H-bomb states over here. that was the."
Unknown Interviewer,01;02;43;13,01;02;44;09,First thing.
Unknown Interviewee,01;02;44;09,01;03;06;05,"That happened. That was the only thing that made them worry about. They would never give up just fine if they wouldn't. They had something like that. I don't think they would ever give up until the last one more time. But anyway, they went ashore this time and they had been there. They had to take their stuff in, and they'd have to go through all these caves and get them out of there."
Unknown Interviewee,01;03;06;05,01;03;26;07,"Otherwise they'd shoot them when they went to sleep or something. You know, so they'd have to go in and clean out all these caves to make sure it was no more on them. And they would come off. They would tell them, you know, I'm going to surrender. And come out, and they wouldn't even do it. So then they throw a grenade in there."
Unknown Interviewer,01;03;26;10,01;03;27;19,For you.
Unknown Interviewee,01;03;27;21,01;03;45;23,And they'd throw a grenade in there one time. And outcome this little kid stagger and all the after and all the rest were dead in that this one kid come staggering out and they had to take their kids with them. A little boy and one time this woman that she. Me.
Unknown Interviewer,01;03;46;17,01;03;48;21,"Let me go over to them, put."
Unknown Interviewee,01;03;48;28,01;03;50;21,Them down to the shore.
Unknown Interviewer,01;03;50;25,01;03;53;14,To get rid of them. And they hollered.
Unknown Interviewee,01;03;53;14,01;04;17;09,"At her, I'm called channel. And she wouldn't. And she kept right on coming in here. She was kind of baby in her arm, and she had one hand behind her. So when she got pretty close to him, she wouldn't hold they or and she had a hand grenade thrown in amongst them. She was going to walk up to them and try."
Unknown Interviewee,01;04;17;12,01;04;19;28,And then they had this baby.
Unknown Interviewer,01;04;20;00,01;04;21;17,"Oh baby, there's."
Unknown Interviewee,01;04;21;20,01;04;22;11,No.
Unknown Interviewer,01;04;22;13,01;04;23;16,Better care of the baby.
Unknown Interviewee,01;04;23;16,01;04;29;24,Where they had to take it along with them. So they come very.
Unknown Interviewer,01;04;29;24,01;04;30;12,Nice to go.
Unknown Interviewee,01;04;30;15,01;04;56;03,"To hell with it. Yeah. And it was so funny. None of them would ever do well. They had to kill him. Because when they'd come to kind of take and stuff, they just hoped to stay in there. So they throw Canadian and you couldn't walk in, you know, because it was a horror. We couldn't see what was in there."
Unknown Interviewee,01;04;56;05,01;05;03;07,They didn't know whether they had machine guns or some of them did. Yeah. And they would shoot at it.
Unknown Interviewer,01;05;03;08,01;05;07;20,Incomprehensible. But I don't think it could ever be together.
Unknown Interviewee,01;05;07;23,01;05;21;25,"You know, they. I don't I don't think, I don't think, I think it was I think they all all think of."
Unknown Interviewer,01;05;21;28,01;05;22;09,I mean.
Unknown Interviewee,01;05;22;15,01;05;22;29,I think.
Unknown Interviewer,01;05;22;29,01;05;23;15,They were.
Unknown Interviewee,01;05;23;21,01;05;30;08,"Them, they just captured or pulled in to and made a mark in there and that's it."
Unknown Interviewer,01;05;30;09,01;05;34;00,Mama. And what I do know.
Unknown Interviewee,01;05;34;03,01;05;47;17,"They just kept working until they'd get so skinny. You know, they when you see them an image or burn them up, they'd starve to death. And some of them, they took him to be, camp and told."
Unknown Interviewer,01;05;47;17,01;05;50;12,Them he to keep either.
Unknown Interviewee,01;05;50;15,01;05;59;22,"I hope I'm not scared you that to death. No, I'd be scared to death over years ago. But this this really true thing that."
Unknown Interviewer,01;05;59;24,01;06;01;17,Was in 45.
Unknown Interviewee,01;06;01;19,01;06;06;18,Yeah. Oh 41 I believe it was over and all the 45.
Unknown Interviewer,01;06;06;19,01;06;35;15,"Yeah. Because then very soon after the war, my sister was born. In a while we did, the 51 I was in the second round, the baby boom. Oh, yeah. Oh, yeah. So you guys had been married for a few years over for a kid? Is. Oh, I hope I don't have to live through anything like that."
Unknown Interviewee,01;06;35;18,01;06;42;21,"But I hope not. But if they ever have another one, it'd be worth me being married. Probably. But they have nowadays. It's."
Unknown Interviewer,01;06;42;23,01;06;56;16,"It's strange, the stuff they have now that I've grown up knowing. Like I don't plan ahead for more than five years because I just had this idea in my mind that everything he doesn't blow up do you think like that, that it could just,"
Unknown Interviewee,01;06;56;18,01;07;03;03,"Oh, well, I think the reason that there's got to be going on here, maybe."
Unknown Interviewer,01;07;03;17,01;07;04;28,in World War two.
Unknown Interviewee,01;07;05;00,01;07;20;07,"Depending, yeah, that that was another war. You can't get around that. Look how exciting. All right, I know I was required to read the old oil price."
Unknown Interviewer,01;07;20;10,01;07;21;08,To.
Unknown Interviewee,01;07;21;10,01;07;36;11,"Right now. And. If those Arab countries don't get the United States, the oil, they're going to think of military as you."
Unknown Interviewer,01;07;36;18,01;07;51;16,"So, man, like the Kissinger like, how did you say I didn't do you say that again? But supposedly he's all these talks of peace, but he's the first one to mow this thread, so there'll be war over that. So why don't."
Unknown Interviewee,01;07;51;18,01;07;54;10,They cut off?
Unknown Interviewer,01;07;54;13,01;08;00;02,This. I was asking for it to put the idea in their hands.
Unknown Interviewee,01;08;00;05,01;08;17;09,"Because they have all this terrible stuff for, well, that bomb that they put on Japan where they were nothing compared to what you have now. And look what that first tried."
Unknown Interviewer,01;08;17;11,01;08;34;10,"Yeah. It's so calming. All that stuff and then all the money that they've done killing things and then I'm sure this money would have spent on things like, ABC or food stamps, do they raise the price of food stamps. So they do that."
Unknown Interviewee,01;08;34;12,01;09;04;09,"So well or, Look at when we have a war. What I can understand, they go over there and they blow all these countries like Japan to bits, and then they only ever take government, build them all up in other countries. And they're they're practically the top one of them. Is in this economy and stuff. They put all those factories in there."
Unknown Interviewee,01;09;04;09,01;09;12;07,They give them all that fat. Go ask the Japanese on practically everything up there.
Unknown Interviewer,01;09;12;09,01;09;13;19,Really? yeah.
Unknown Interviewee,01;09;13;19,01;09;22;28,"That, balances, paternal orders and things and that, who is the big meal up there?"
Unknown Interviewer,01;09;22;28,01;09;24;22,And if it weren't for oil.
Unknown Interviewee,01;09;24;22,01;09;28;20,"Yeah, yeah. And they're all gone to Japan."
Unknown Interviewer,01;09;28;23,01;09;48;00,"I think it's crazy. There is exchange for oil there. They're trading nuclear, information. Yeah. Like putting them oh. So crazy. And there should be more valuable things than bombs. They could do bombs in Tehran."
Unknown Interviewee,01;09;48;02,01;10;06;21,"And it just shaped what it is now. It's so crazy mixed up that you can't even sort it out. Yeah. I mean, they'll tell you, like, you know. Oh, yeah. Big and gas shortage or the big gas shortage. Then, you know, when it comes to creation time, it did. Now everybody go on your vacation. Just go plan your trip."
Unknown Interviewee,01;10;06;21,01;10;29;06,"Go to plan. There's plenty of gas. And then they were making them stay open Sunday. Can't get on our where the hell did it all come from all of a sudden? If it was so short just the week before, then they got the place up where they wanted it, then there was enough then. Now they're hollering again. Honestly, now they're talking again, quoting another 9 or $0.10 on it."
Unknown Interviewee,01;10;29;08,01;10;40;06,"So I think it's just some kind of a big political gimmick. Crap. Yeah. And then there's sugar. Now, you know, there's there's sugar in all the stores, all you can buy if you got enough money to buy it."
Unknown Interviewer,01;10;40;07,01;10;42;10,"Yeah, that for sure wasn't a."
Unknown Interviewee,01;10;42;10,01;10;56;26,Real no added sugar last summer was $5 and something for that. not 13.5 up to $14. Yeah. It's now slowly dropping a little bit more.
Unknown Interviewer,01;10;56;29,01;11;03;18,More. But powdered sugar or commercial pilot as a kind.
Unknown Interviewee,01;11;03;20,01;11;12;20,"Well, brown sugar I buy that to bake with a mango dollar $0.44 for 3 pounds or 2 pounds. I don't know which one."
Unknown Interviewer,01;11;12;22,01;11;21;14,"It is, just reduced like they the price of it is. No, a little bit. They think it's better, but really it's still a lot higher than one."
Unknown Interviewee,01;11;21;17,01;11;27;29,It's just getting ridiculous and close. Great.
Unknown Interviewer,01;11;28;03,01;11;32;04,And I don't buy clothes because over.
Unknown Interviewee,01;11;32;06,01;11;41;27,Blouses you're going to store you need to pay like $5 or $20 for blouse 1416 to go.
Unknown Interviewer,01;11;41;29,01;11;45;15,You haven't shop for clothes recently.
Unknown Interviewee,01;11;45;17,01;11;49;06,"I took the train down my well, I'm doing coke."
Unknown Interviewer,01;11;49;09,01;11;51;02,Can you see the coke?
Unknown Interviewee,01;11;51;05,01;11;53;28,So I took him down and that's where we were.
Unknown Interviewer,01;11;54;02,01;11;56;24,"Oh, if you had a shopping."
Unknown Interviewee,01;11;56;26,01;12;09;13,"And I had a lot prettier coke, I thought, take it up. They want it. And, chemical was $36 on sale. You know, they're having all the sale. Oh."
Unknown Interviewer,01;12;09;14,01;12;10;02,After Christmas.
Unknown Interviewee,01;12;10;06,01;12;22;13,"January sale and truly were $48. And then they marked it down to 38. Now, then."
Unknown Interviewer,01;12;22;13,01;12;23;22,They kind of left.
Unknown Interviewee,01;12;23;25,01;12;28;01,"You know, they're not that good. A couple put."
Unknown Interviewer,01;12;28;03,01;12;33;19,There seems like that's a fashion amount function. But I think where.
Unknown Interviewee,01;12;33;20,01;12;38;23,"You are beginning the year, I want to get them a good blow. Yeah."
Unknown Interviewer,01;12;38;23,01;12;39;12,It's hard to find.
Unknown Interviewee,01;12;39;12,01;12;47;26,What you can't find a good on. It could have like 40%. Well but then they got that Donald laminated back on. I mean.
Unknown Interviewer,01;12;48;00,01;12;50;25,You did come to order.
Unknown Interviewee,01;12;50;28,01;12;58;08,And most of the quotes are those notes and very fabric. You can't you ain't going with one. No.
Unknown Interviewer,01;12;58;12,01;13;04;21,And then one side and then half for.
Unknown Interviewer,01;13;04;23,01;13;06;25,The same technique of course.
Unknown Interviewee,01;13;06;26,01;13;09;05,That's
Unknown Interviewer,01;13;09;07,01;13;22;18,Yeah. It's. So this month I get it now before I did buy these. Yeah. There you go.
Unknown Interviewee,01;13;22;20,01;13;25;18,Tell her about the war years.
Unknown Interviewer,01;13;25;21,01;13;57;08,"And he called and said, I'll take every word you said. Oh, yeah. He was grateful was the safe. He wouldn't let us use any of this stuff. The presentation. If you want your name withheld or better. Yeah, I you know what you name is a page I should read. This read is 45. Oh, I know I have, the head of the great proposal."
Unknown Interviewer,01;13;57;10,01;14;14;03,"Weird kid, divided class. Do you think we should make a release form? So they can use the information to give them a copy of the form? I think you will be wrong. We can sue someone. They did. Someone said yes to you for. For real? Good."
Unknown Interviewee,01;14;14;05,01;14;16;01,Are you taking some classes?
Unknown Interviewer,01;14;16;03,01;14;37;15,"No, I just do this. But, I do, I really I've been doing real good getting cut through here for a show. the fourth grade. Fourth grade. We will continue. Yeah. There's a new shop in town. you know, Michael. Theater."
Unknown Interviewee,01;14;37;17,01;14;44;21,The.
